"Offering a ride from Ottawa to Waterloo moving today (21st of August) at 12:00 Midnight (in 90 mins). If interested please call +18193291862 ASAP",Not Labeled,
"Looking for Mississauga --> Waterloo Tues Aug 22 between 3-6pm! Please message",Not Labeled,
"Driving Waterloo>>Pearson/ Sauga/ Toronto Thursday 24th morning  647 226 7867",Not Labeled,
"Looking for 1 seat, Waterloo to Toronto (St Clair Station or Union Station)/Markham Aug 22, preferably in the morning",Not Labeled,
"Anyone driving to the Coldplay concert at Rogers Center tomorrow? Looking for 3 seats from Waterloo to Toronto and back.",Not Labeled,
"Looking for a ride from Kitchener/loo -> stc noon tomorrow Tuesday (august 22)",Not Labeled,
"Looking for a ride from Waterloo to Toronto on Wednesday 23rd at/before noon for 2 people",Not Labeled,
"Need a ride for 4 persons, from Waterloo to Toronto Tomorrow ( 22 August ) Text me please 519 729 7922",Not Labeled,
"Driving from Waterloo to Mississauga on Wednesday (August 23) around 5 pm (drop-off along 401), Message for details",Not Labeled,
"Driving tomorrow (aug 22) Toronto to Waterloo at 10 am. Flexible drop off in Waterloo. Pick ups along the 401. Message for more details!",Not Labeled,
"Driving Aug 22 Tue 9:30am,Richmond hill=>>loo Pick-up:Times square,Fairview,Sheppard-yonge,yorkdale Drop off:7-Eleven,burger king plaza $15,d2d$20 Plz text 226-600-0025",Not Labeled,
"Looking for a ride from Waterloo to Toronto tomorrow (22 August) 4 people text me  519 729 7922",Not Labeled,
"Looking for a ride to Pearson Airport Saturday morning",Not Labeled,
"Looking for a ride from Toronto -> Waterloo, Monday, August 21st. Like and Inbox please!",Not Labeled,
"Looking for a ride from Mississauga to Waterloo this Wednesday.",Not Labeled,
"Looking for a ride from Toronto to Waterloo on Wednesday Aug 23",Not Labeled,
"http://www.meetatbars.com/ Find out what's happening at  bars tonight!",Not Labeled,
"Hey guys I'm looking for a ride on Wednesday (August 23rd) from Waterloo to Toronto, please send me a message or leave a comment!",Not Labeled,
"Driving: 1. Toronto (Pacific Mall) to Waterloo (BK) Tuesday Aug 22 - 6PM 2. Waterloo (BK) to Toronto (Yorkdale/Sheppard Yonge/Fairview/Pmall) Tues Aug 22 - 8:30PM $15/seat",Not Labeled,
"Waterloo to Montreal Ride Available! 24th Evening or 25th Morning.  $60  Waterloo to Montreal || Door to door pickup and drop. 3 Seats available. $ 60. Negotiable for group. or anywhere on the route.",Not Labeled,
"Need Markham to Waterloo today anytime",Not Labeled,
"*Driving* Waterloo (BK) > North York (Yonge/Finch) August 21st (Monday) at 2:30pm & North York > Waterloo (BK) August 22nd (Tuesday) between 3-5pm",Not Labeled,
"Looking for a ride downtown Toronto --> Waterloo today, August 21",Not Labeled,
"Leaving in 20-30 minutes  Mississauga to Waterloo $15",Not Labeled,
"driving TORONTO  ->> WATERLOO   today (monday, aug 21)",Not Labeled,
"Driving: Waterloo (Bk plaza) to Downtown Toronto. Friday, Aug 18, 6:30-7:00pm 15$",Not Labeled,
"Looking for a ride from Toronto to Waterloo on Friday, Aug 25 after 1pm",Not Labeled,
"Driving today/Monday around 6-6:30 pm from waterloo to Toronto. If interested , dm please Thanks",Not Labeled,
"Anyone driving from waterloo going East to Toronto?",Not Labeled,
"Need markham to waterloo (August 21st) anytime (noon preferred)",Not Labeled,
"Driving Aug 21 Mon 1pm,Richmond hill=>>loo Pick-up:Times square,Fairview,Sheppard-yonge,yorkdale Drop off:7-Eleven,burger king plaza $15,d2d$20 Plz text 226-600-0025",Not Labeled,
"Looking for a ride from Toronto to Waterloo today (Aug 21)",Not Labeled,
"For Monday August 21 Driving from Waterloo to Mississauga (Square 1) tomorrow early morning (5 AM) Returning  Mississauga (square one) to Waterloo (between 4.30 to 5.30 pm) $15",Not Labeled,
"Driving today Monday August 21st from Mississauga to Waterloo at 4:00 PM. Inbox for for details!",Not Labeled,
"Driving KW <-> Pearson airport- August 26,27,28th 15$/person  2 seats available.  Departure times:  - 26th Saturday: From KW at 15:30 to Pearson airport. From Pearson to KW at 16:30.  - 27th Sunday: From KW at 17:30 to Pearson Airport. From Pearson to KW at 19:30.    - 28th Monday: From KW at 21:30 to Pearson Airport. From Pearson to KW at 23:00.",Not Labeled,
"Looking for Mississauga Square One --> Waterloo, anytime tonight",Not Labeled,
"I need a van-like ride to help me bring two big boxes from Waterloo to Mississauga Tomorrow by 8am. This is urgent pls contact me asap to discuss terms:5197216402.Thanks",Not Labeled,
"Looking for a ride to Toronto Pearson Airport on Saturday, Aug 26th leaving anytime between 12 and 2 PM. PM me",Not Labeled,
"Looking for a ride Waterloo->DT Toronto Friday August 25th at 6:30pm",Not Labeled,
"4pm TODAY Mon Aug 21 Waterloo/Kitchener to London/Windsor  $10+  Door to door available  Pls msg for quote",Not Labeled,
"Driving Tuesday - 7pm from York University to Waterloo; can pick up a long the way.",Not Labeled,
"Driving from Mississauga to Waterloo @ 1pm today, August 21.",Not Labeled,
"Looking for a ride brampton to waterloo anytime today: Monday, August 21st",Not Labeled,
"Looking for a ride for 2 from Toronto (pref Fairview) to Waterloo on Tuesday, August 22!",Not Labeled,
"Driving today Monday August 21st from Waterloo to Mississauga at 7:30 PM. Inbox for more details!",Not Labeled,
"Looking for a ride from waterloo to Toronto around 12 noon.",Not Labeled,
"Looking for a ride Toronto -> Waterloo Tuesday Morning (~7am)",Not Labeled,
"Going to Toronto (Union Station) Wednesday 23 August. 12 PM.  Pickup: University Plaza or 7/11 (King & University)  3/3 available spaces.",Not Labeled,
"Looking for a ride from DT Toronto to waterloo today, anytime after 4",Not Labeled,
"Driving Monday   August 21st 12:00 PM: Waterloo BK to Toronto Yorkdale Mall August 21st 11:00 PM: Finch Passenger Pickup to Your house near campus  No middle seat $15 Message me",Not Labeled,
"Looking for Toronto (dt) to Waterloo tomorrow/wed anytime!",Not Labeled,
"Driving from Waterloo to Mississauga today, Mon Aug 21, at 6 pm.Drop off at Square One.  $15 per person.   Inbox for rides.",Not Labeled,
"Looking for a ride from mississauga to waterloo this thurs :) Msg me if ur heading that way!",Not Labeled,
"Driving Waterloo to Ottawa on Friday, Sept. 1 at 6:30 pm.  $30",Not Labeled,
"College students: check out @TheSkoobsApp for this scholarship #giveaway! Must be student, be following, and RT to enter! https://itunes.apple.com/us/app/skoobs/id1176853605?ls=1&mt=8",Not Labeled,
"College students: check out @TheSkoobsApp for this scholarship #giveaway! Must be student, be following, and RT to enter! https://itunes.apple.com/us/app/skoobs/id1176853605?ls=1&mt=8",Not Labeled,
"Help wanted in moving with a good price. Please inbox  me.  Thanks",Not Labeled,
"Looking for a ride from Mississuaga to Waterloo.. Sunday 20/08 at Night or Monday 21st Morning",Not Labeled,
"Looking for a ride from pearson airport or square one to waterloo on Monday august 21st",Not Labeled,
"looking for a ride waterloo to union station around 1 august 21 ! message me pls",Not Labeled,
"Going from North York to Waterloo at ~11AM wed aug 21st. PM me if you want a ride!",Not Labeled,
"Looking for a ride from Waterloo to Niagara Falls on Sunday (Aug 27) morning or lunch. Will pay 40 dollars!",Not Labeled,
"Driving Waterloo (BK) to DT (Queen & Bathurst) tomorrow (Monday) morning. 8 am. $15",Not Labeled,
"Driving STC/Fairview to Waterloo 23 AUG Wednesday around noon. 3 seats. $15. PM me.",Not Labeled,
"Need a ride from Waterloo to Toronto on August 27 anytime during the day, thanks!",Not Labeled,
"Driving Aug 21th monday 7:50am, Loo=>>pearson=>>Richmond hill Pick up:burger king plaza Drop off:pearson,yorkdale,sheppard-yonge,fairview,times square $15,d2d$20,door pickup airport dropoff$40 Plz text 226-600-0025",Not Labeled,
"Is anyone going from toronto (downtown) to waterloo or kitchener tonight, leaving after 10pm? I have a ticket for a greyhound that is supposed to leave at 9:30 pm from toronto but it doesn't seem like i will make it (crazy traffic on the 401). If you do have a spot, please msg me.",Not Labeled,
"Driving to Pearson tomorrow (Monday) departing at 11AM! Door to door $20 :)",Not Labeled,
"Last minute call  Driving  Toronto/sauga >>> loo tonight 647 226 7867",Not Labeled,
"Driving DT Toronto to Waterloo tonight at 7:30!",Not Labeled,
"Toronto (Finch station) to Waterloo (Your house) leaving at 11:00PM tonight (Sun Aug 20th). $15 a seat, msg for details!",Not Labeled,
"Mississauga -> Waterloo  - Driving from Mississauga to Waterloo today evening at around 7 Pm. - Pick up at SQ1/ Erin Mills/ flexible depending on location. - 3/3 seats available - Will delete post once I leave so if it's still up I can still give you a ride Message and comment if you need a ride :)",Not Labeled,
"Driving tonight Sunday August 20 -8pm  Mississauga to Waterloo Door-to-door available $10 + Police message for quote",Not Labeled,
"Driving from Toronto to Waterloo tonight 10pm",Not Labeled,
"Driving from Waterloo to Montreal/Kingston, Friday Aug25, 8am",Not Labeled,
"Offering Ottawa to Waterloo tomorrow Monday, August 21st around 6:00 PM. $40. Please inbox. Thanks!",Not Labeled,
"Driving from STC/ North york center/ York dale/  Mississauga to Waterloo tonight at 7-30 pm Sunday 20 August",Not Labeled,
"Driving from Pacific mall to Waterloo Sunday 8pm",Not Labeled,
"Driving Waterloo to Mississauga today Sunday August 20th at 7:30 pm. Inbox for more details!",Not Labeled,
"Driving Waterloo to Toronto/Rhill today Aug 20th around 6-6:30pm",Not Labeled,
"Anyone driving from Finch - Waterloo today?",Not Labeled,
"looking for a ride from downtown Toronto to Waterloo on August 21 (Monday) in the morning. Message or comment if going that way.",Not Labeled,
"Looking for a ride from downtown Toronto to Waterloo anytime in the next 2-3hrs. Please let me know if you're going. :)",Not Labeled,
"Driving today (Aug 20th):  Toronto/Mississauga --> Waterloo @ 7pm (3 spots open)  Waterloo--> Toronto 9pm (3 spots open)  $20. (Can stop along the way for cheaper). PM me or text (647) 783 1745 for details!!!",Not Labeled,
"Looking for a ride from Mississauga Area to Waterloo today Sunday, August 20 after 6",Not Labeled,
"anyone driving tomorrow morning (aug 21st) from Markham to Waterloo? Message me plz",Not Labeled,
"Driving from Yorkdale to Waterloo (BK) today (Sun. Aug. 20) at 7:30pm - $15",Not Labeled,
"Looking for a ride from Missasauga to Waterloo :)",Not Labeled,
"Driving TODAY: 630pm Sun Aug 20 Toronto to Waterloo  $15+  Door to door available  Msg for quote",Not Labeled,
"Is anyone driving from Ottawa to Kitchener/Waterloo on Friday, August 25th after 6pm?",Not Labeled,
"Rideshare from Toronto to London August 20th, 2017  Also can drop off in Kitchener and Waterloo   3 spots open",Not Labeled,
"Driving Brampton to Waterloo today (Aug. 20) evening.",Not Labeled,
"Toronto to ottawa Sunday 4:45pm  Yorkdale mall 4:45pm  Scarborough 5:00pm  Phone : 647-636-2091  Thanks",Not Labeled,
"Driving from Pacific mall to Waterloo Bk Sunday 8pm",Not Labeled,
"Driving Toronto/sauga >> Loo today Sunday 647 226 7867",Not Labeled,
"From: Scarborough (PMall or STC) To: Waterloo (BK Plaza or 7/11) When: Aug 20 @ 6:00PM PM me if interested, $15",Not Labeled,
"Mississauga -> Waterloo  - Driving from Mississauga to Waterloo today evening at around 7 Pm. - Pick up at SQ1/ Erin Mills/ flexible depending on location. - 3/3 seats available  Message and comment if you need a ride :)",Not Labeled,
"September 1st, in the morning: Must move from Glenelm Crescent to Cardill Crescent. $15. Please let me know!",Not Labeled,
"Driving from Scarborough to Waterloo Monday @6:30am, $15/seat",Not Labeled,
"Driving from loo to Yorkdale mall tonight Aug 20 at 5",Not Labeled,
"Looking for a ride from loo to Scarborough anytime today",Not Labeled,
"Need waterloo to markham tonight.",Not Labeled,
"Scarborough to Waterloo Driving from Pmall/Fairview to Waterloo 7-11/BK today at 2:30. 15/seat",Not Labeled,
"Looking for a ride from Waterloo to downtown Toronto sometime today",Not Labeled,
"Loo to Missisauga Toronto today Sunday around 7pm.  Msg 437-989-6455. New Chrysler 300C",Not Labeled,
"Looking for a ride from Waterloo to markham sometime today",Not Labeled,
"Driving from Waterloo to Toronto Union Station around 2pm.  3 seats available $15 each.",Not Labeled,
"Driving today (Aug 20th):  Toronto/Mississauga --> Waterloo @ 5pm (4 spots open)  Waterloo--> Toronto 8pm (4 spots open)  $20. (Can stop along the way for cheaper). PM me or text (647) 783 1745 for details!!!",Not Labeled,
"Need a ride from Scarborough to waterloo today anytime august 20th hmu if you have space.",Not Labeled,
"Driving Monday Aug 21st Milton/Mississauga to Waterloo at 9:00 am Waterloo to Milton/Mississauga at 6:00 pm  Interested Please PM",Not Labeled,
"Looking for a ride from Scarborough to Waterloo this Tuesday August the 22nd anytime in the morning",Not Labeled,
"Looking for a ride from Waterloo to dt Toronto for after 8!",Not Labeled,
"Driving waterloo to toronto at 1 pm Pickup at burger king university, drop off union station 3 spots Inbox me $15",Not Labeled,
"Hey I'll be commuting to uw from Mississauga in fall (2017). Monday (10am -7) , Tuesday ( 11 am-7pm) , Wednesday ( 11am -6 pm) , Friday (11 am - 6 pm). Please message me if you're driving during my schedule. Also I need to get to square one before 8 pm maximum",Not Labeled,
"Driving Waterloo (bk) to Newmarket Sunday at 7:00pm. Message me if you need a ride, I can drop off along the 401/404",Not Labeled,
"Round trip: Sunday, 20 August Waterloo to STC/ Pacific mall/ Yorkdale : 4 pm STC/ Pacific mall/ Yorkdale to Waterloo : 7 pm",Not Labeled,
"Looking for a ride from Pearson Toronto to Waterloo, 8 PM,  Monday August 21st, 2017",Not Labeled,
"looking for waterloo to near downtown toronto - saturday august 26 in the morning :)",Not Labeled,
"Driving today (Aug 20th):  Toronto/Mississauga --> Waterloo @ 2pm (4 spots open)  Waterloo--> Toronto 5pm (4 spots open)  $20. (Can stop along the way for cheaper). PM me or text (647) 783 1745 for details!!!",Not Labeled,
"Driving Richmond Hill Centre -> Waterloo 7PM Sunday Aug 20",Not Labeled,
"Looking for a ride from Ottawa to Waterloo (or at least Toronto) Monday the 21st!",Not Labeled,
"Looking for a ride PEARSON--> WATERLOO Wed, Aug 23rd after 3:30 pm (2 seats)  Pls inbox!",Not Labeled,
"Driving Toronto to Waterloo Sunday, Aug 20 @9:30PM $15 Pick up: First Markham Place  Drop off: BK   PM for ride!",Not Labeled,
"driving from waterloo to STC tomorrow around 8-9am tosay august 20. Will stop by sq1 and can drop along 401. Inbox!",Not Labeled,
"Looking for: Waterloo ---> Pearson Airport on Aug. 21 @ 3pm",Not Labeled,
"Looking for ride Toronto (Yorkdale) to Waterloo tomorrow (Sunday August 20) at 12 !",Not Labeled,
"Driving waterloo to richmond hill  Sun aug 20 at 1pm.",Not Labeled,
"Scarborough (STC) --> Waterloo, Aug 20, 2017, Sunday, 9:00 pm Msg for details!",Not Labeled,
"Looking for a ride early morning  Saturday, August 26th, to Pearson from BK Plaza. Price is flexible.",Not Labeled,
"sunday Aug/ 20 --> Looking for ride from waterloo to dt toronto for 2.  trying to arrive at 6:30.",Not Labeled,
"RIDE OFFER:   SUNDAY (AUGUST 20): MISSISSAUGA>WATERLOO (9:30pm, flexible)  can pick up/drop off along the way!",Not Labeled,
"Looking for a ride from Waterloo to Toronto DT tonight. Please message me if you have two spots available. Thanks!",Not Labeled,
"Looking for Waterloo -> St. Catharine's or Hamilton.. Sunday afternoon or evening.",Not Labeled,
"Looking for a ride from Waterloo to DT Toronto for tonight. Please message me if you have two spots. Thanks!",Not Labeled,
"Driving Monday Aug 21st Milton/Mississauga to Waterloo at 9:00 am Waterloo to Milton/Mississauga at 6:00 pm  Interested Please PM",Not Labeled,
"Driving Waterloo to Toronto  Sunday, August 20th  7PM  Pick up: BK or 7/11 Drop off: Fairview Mall / STC",Not Labeled,
"Driving Waterloo to north of Toronto Monday (Aug 21) leaving at 9:30am.  Can drop off at Pearson or anywhere along the 401 before the 400 or along the 400.",Not Labeled,
"Driving Waterloo to Scarborough (STC) tomorrow (Aug.20) morning at 9am. Pick up at 7/11 on Uni./King Message for details :)",Not Labeled,
"Driving from don mills subway station to bk plaza at noon tomorrow (sun aug 20)",Not Labeled,
"Driving STC to Waterloo tmr (Aug 20) around 8-9pm",Not Labeled,
"Looking for a ride from Toronto to Waterloo on Monday morning.",Not Labeled,
"Driving TONIGHT 915pm  DT Toronto to Waterloo $20 door to door 1 backpack included  Msg asap",Not Labeled,
"Anyone going from Waterloo to Toronto tomorrow morning ?",Not Labeled,
"Waterloo -> Mississauga  - Driving from Waterloo to Mississauga tomorrow morning - Pick up at mcd on king/ columbia - Drop off flexible depending on location - 3/3 seats available Message and comment if you need a ride :)",Not Labeled,
"Looking for ride from Waterloo to Brampton on Sunday (Aug 20th)",Not Labeled,
"Looking: Waterloo to DT Toronto, Tuesday August 22 after 5:00. Returning after 11-ish.  Have to get there for a concert and back!",Not Labeled,
"rideshare ottawa to toronto August 20th, 2017 3 spots available extra for any specific pickup or drop off, downtown, brampton, mississauga, kingston, hamilton, waterloo, cambridge, guelph, etc... flexible with timing as well! other drives: rideshare toronto to ottawa August 25th, 2017 rideshare toronto to ottawa September 1st, 2017 rideshare ottawa to toronto August 27th, 2017 rideshare ottawa to toronto September 3rd, 2017",Not Labeled,
"Looking for a ride from Waterloo to Brampton between 10:30 am and 11:30am tomorrow (Aug 20) - $15",Not Labeled,
"DRIVING: Waterloo to Vaughan/Rhill tonight at around 9 pm.",Not Labeled,
"Driving today (Aug 19th):  Toronto/Mississauga --> Waterloo @ 7pm (4 spots open)  Waterloo--> Toronto 9pm (4 spots open)  $20. (Can stop along the way for cheaper). PM me or text (647) 783 1745 for details!!!",Not Labeled,
"Driving from Waterloo to Toronto (spadina station) on Sunday at 6 pm  $15/spot",Not Labeled,
"Hey looking for drive from waterloo going east 401 or 407 ..To toronto or further before 8pm today thank you!",Not Labeled,
"Looking for a ride from Waterloo to Toronto after 9pm today (Aug 19)",Not Labeled,
"Driving from Markham/Richmond Hill back to Loo on Sunday evening at around 6 pm. Cell: 647 568 6859 WeChat: luckyforrest",Not Labeled,
"Driving Yorkdale to Waterloo at 7pm today",Not Labeled,
"Driving from Dowtown Toronto to Waterloo at 6pm.  Pick up locations can be discussed. Drop off at BK,7-Eleven or UW Plaza. $15",Not Labeled,
"Driving TONIGHT: 9pm  Sat Aug 19 Toronto to Waterloo Time may be flexible Door to door available  $15+ Pls msg for quote",Not Labeled,
"Driving Loo/ Cambridge>>>Pearson/sauga/brampton tomorrow Sunday morning flexible timings  647 226 7867",Not Labeled,
"Driving TODAY: Sat Aug 19  5pm: Waterloo to Toronto  $10+  Door to door available  2 spots available.  Pls msg for quote!",Not Labeled,
"Looking for a ride from Toronto -> Waterloo the morning of Aug 28th",Not Labeled,
"Driving from Toronto (Fairview) to Waterloo at around 5 p.m today (Saturday).",Not Labeled,
"Driving Sunday 20th 9am North York to BK 6pm BK to North York",Not Labeled,
"Driving Waterloo to Toronto  Sunday, August 20th  7PM  Pick up: BK or 7/11 Drop off: Fairview Mall / STC",Not Labeled,
"Looking for a ride from Waterloo to Richmond Hill SATURDAY after 11am!!",Not Labeled,
"Driving from Downtown Toronto to Waterloo at 6pm today. Message me :)",Not Labeled,
"Driving Markham/Rhill to Waterloo today around 4:30pm",Not Labeled,
"Driving Monday Aug 21st Milton/Mississauga to Waterloo at 9:00 am Waterloo to Milton/Mississauga at 6:00 pm  Interested Please PM",Not Labeled,
"Fairview Mall / Scarborough Town Center ---> Waterloo  $15 / leaving @3:30 PM",Not Labeled,
"Driving today (Aug 19th):  Toronto/Mississauga --> Waterloo @ 5pm (4 spots open)  Waterloo--> Toronto 8pm (4 spots open)  $20. (Can stop along the way for cheaper). PM me or text (647) 783 1745 for details!!!",Not Labeled,
"Looking for ride to STC from Waterloo tonight or Saturday 18th 2017 - 20$",Not Labeled,
"Looking for a ride from Toronto to Waterloo on Sunday (Aug 20) at night",Not Labeled,
"Driving Markham to loo today at 1:30! Pick up at 16th/woodbine",Not Labeled,
"Driving from Waterloo to Union Station at 4pm today. Please inbox.",Not Labeled,
"Looking for a ride from Scarborough Town Centre or Yorkdale to Waterloo Sunday afternoon/evening.",Not Labeled,
"driving From Mississauga to Waterloo today Saturday August 19th at 3:30 PM. Inbox for details!",Not Labeled,
"Looking for a ride from Toronto to Waterloo. Tomorrow (August 19). Please PM if you have anything.",Not Labeled,
"Driving waterloo to downtown toronto today 7pm  msg me if you need a ride",Not Labeled,
"Looking Pearson-->Waterloo Wednesday 23rd August after 5 PM. 2 seats",Not Labeled,
"Driving Waterloo (BK Plaza) -> Finch Station (North York)  Sunday, August 20 @ 11:30am-12:00pm  $15",Not Labeled,
"Looking for a ride from Brampton/Mississauga to Waterloo today after 5pm or tomorrow (Sunday Aug. 20th) by 9am!",Not Labeled,
"Driving: Mississauga--> Waterloo Sat. Aug. 19 @ around 2-3pm Pick Up: Erin Mills Town Centre or Square One Drop Off: Burger King Plaza Pm me.  $15",Not Labeled,
"Driving Waterloo (BK Plaza) -> Toronto (Yorkdale)   Saturday, August 19 @ 2:00p.m.    2 seats left. $15",Not Labeled,
"Ride offer   Today Saturday august 19: Waterloo > mississauga around 12pm!!!",Not Labeled,
"Driving from Markham/Richmond Hill back to Loo on Sunday evening at around 6 pm. Cell: 647 568 6859 WeChat: luckyforrest",Not Labeled,
"Looking for ride 3 people from Markham/Richmond Hill -> Waterloo Sunday Aug 20 anytime before 11am",Not Labeled,
"Driving from Waterloo Bk to Pacific mall Saturday 5pm  $15",Not Labeled,
"Looking for ride from Waterloo -> Mississauga (sq1 area) tonight (19th)  Anytime past 5",Not Labeled,
"Looking for a ride: Waterloo > STC Around 5pm on Saturday, 19th",Not Labeled,
"Looking for Waterloo -> Mississauga tomorrow night (Saturday)",Not Labeled,
"Looking for a ride from Waterloo -> markham for 2 people on Sunday Aug 20th after 4:30pm",Not Labeled,
"Looking for a rideshare from Richmond hill to Waterloo Saturday night or Sunday morning. Message if you have something",Not Labeled,
"Driving from Waterloo to Toronto tomorrow 9:30 am Pick up : BK  Drop off : Finch station",Not Labeled,
"Driving from London to Waterloo Burger King Sunday night. Flexible time $10 4/4 seats available",Not Labeled,
"Driving Downtown Toronto -> Waterloo at 5:30pm tomorrow, $15",Not Labeled,
"Looking for a ride on Saturday around 10am form Scarborough to Waterloo",Not Labeled,
"Driving from Waterloo (7-11 & BK pick-up) to Toronto (Yorkdale & Pmall & Fairview) @ 10 am on Saturday, August 19th. Messaged if interested. $15 /seat",Not Labeled,
"Driving: Waterloo to Brampton friday,august 18th @ 8:20pm (maybe earlier)",Not Labeled,
"Driving tomorrow (Saturday):  Waterloo to Brampton/Mississauga/Caledon 11:30am  Brampton/Mississauga/Caledon to Waterloo 8-9pm",Not Labeled,
"Looking for a ride from Waterloo to Markham anytime after 8pm Aug 19 (Sat) or Sunday before 12pm",Not Labeled,
"Looking for a ride toronto to loo tonight 8pm or later. Please inbox me",Not Labeled,
"Anyone driving to Hamilton today ?",Not Labeled,
"Looking for a ride for tonight Aug 18, friday from Toronto downtown to waterloo. Inbox.",Not Labeled,
"DRIVING Waterloo to Brampton/Mississauga/Caledon area tomorrow (Saturday) around noon. Message if interested",Not Labeled,
"Ride Share Offer  Yorkdale Mall / GTA - London via Waterloo @ 9pm approx  4 spots available in my SUV  $15 Door 2 Door  Please msg or text me at 647-308-1413",Not Labeled,
"Driving Richmond Hill to Waterloo Saturday at 7pm",Not Labeled,
"driving from STC to waterloo today aug 18 around 830-9pm inbox!",Not Labeled,
"Driving from Waterloo --> Yorkdale (Friday, Aug 18 @ 8PM)  $15/seat",Not Labeled,
"Looking for ride Waterloo to Toronto North York Sat Aug 19 around noon",Not Labeled,
"Driving Waterloo to Downtown Toronto tonight at 6:30",Not Labeled,
"Driving TONIGHT:  Waterloo to Toronto/GTA 730pm approx Fri. Aug 18 $15+  Door to door available  Pls msg for quote",Not Labeled,
"FREE WIFI and FREE SNACKS/DRINKS OTTAWA TO TORONTO ONLY $35!! Call to book 613-323-3273 or on our FB page!",Not Labeled,
"Driving from Waterloo to Yorkdale Mall today around 6.30pm. 1 spot left. message or text 4168574459",Not Labeled,
"Hey there! Recently started a new FB group for Mississauga carpooling/ridesharing! I created the group because I'm tired of paying expensive Uber fares all the time. I'm hoping this new group will someday add value to us Saugans and will help us find and offer affordable rides to other cities easily! If you can join the Facebook and start posting, that'd be amazing and will help get the activity going! :)   https://www.facebook.com/groups/MississaugaCarpool/",Not Labeled,
"Looking for a ride from Waterloo to Toronto/Sauga/STC tomorrow around 5.",Not Labeled,
"Anyone driving from Waterloo to Toronto tomorrow at 5?",Not Labeled,
"Looking for ride 2 people from Waterloo -> Toronto Sunday Aug 20 anytime in the morning!",Not Labeled,
"Driving From Yorkdale to Waterloo at 6 pm today Inbox me",Not Labeled,
"Ottawa to London, Ontario August 20th, leaving around 12pm (noon). Willing to drop off in Toronto/on the way. Got 1 spot.",Not Labeled,
"Driving from Waterloo to downtown Toronto (Spadina station) on Saturday at 6 pm $15/spot",Not Labeled,
"driving to niagara from waterloo(7-11) today aug 18th by 6pm",Not Labeled,
"Driving  Friday Saturday Aug.18.19.20   Friday   6:00pm toronto-waterloo  8:30pm waterloo-toronto  Saturday  10:00am toronto-waterloo  12:30pm waterloo-toronto  pick up & drop off:  fairview mall,sheppard&yonge subway station, uw plaza.  text: 514-578-6388",Not Labeled,
"Looking for a ride from Toronto to Waterloo on Sunday (Aug 20) around 10 pm.  Preferably near Victoria Park station. Message/Comment please.",Not Labeled,
"Driving from waterloo to mississauga square one 19 August Saturday @ 2.30 pm Pickup- 7/11 Inbox if interested",Not Labeled,
"Driving from TRT to WATERLOO on Friday Aug 18 @ 9pm Pick up @ Yorkdale/Pearson Airport Drop off @ BK",Not Labeled,
"Offering ride $20  Driving Waterloo to Ajax around 6 pm Friday (18th) Drop off: Along 401, Anywhere near STC (15$), Ajax (20$) Ajax to Waterloo around 10.30 am Saturday (19th) Can drop pretty much anywhere in KW area (20$) 2 spots available!. Comment here or PM.",Not Labeled,
"driving From Mississauga to Waterloo friday August 18th at 4:30 PM. Inbox for details!",Not Labeled,
"Driving from Waterloo to Mississauga on Friday, August 18 in the afternoon (before 5pm).",Not Labeled,
"Looking for a ride to Toronto Pearson Airport on Saturday, August 26th between 12PM and 2PM",Not Labeled,
"Looking for a ride on Monday the 21st at 4pm from Waterloo to Toronto!",Not Labeled,
"Looking for a ride from Toronto Airport area to Kitchener after 7pm on Sunday 20th. Willing to pay $. PM if interested.",Not Labeled,
"Driving Today August 11th from Waterloo to Mississauga/Brampton/Pearson/ Etobicoke/Vaughan/Yorkdale Area. Can do drop offs along the 401 or 427. Door to Door also available. (Leaving around 5/6pm depending on traffic.. flexible with timing) Inbox or text 4168574459 to reserve a spot",Not Labeled,
"Looking for a ride from Waterloo to Mississauga, anytime today. :)",Not Labeled,
"From: Waterloo (BK or 7/11) To: Scarborough (STC or PMall) When: Aug 18 @ 6:00PM PM me if interested--$15",Not Labeled,
"Driving from Waterloo to Toronto Midtown at 7 p.m. today. Pickup at University Plaza Drop off at Fairview Mall or Davisville station. Door to door service is negotiable. Send me message plz.",Not Labeled,
"Driving to DT Toronto today (Aug 18) at 3:30PM",Not Labeled,
"Looking for door to door tomorrow, from Waterloo to Toronto after 5PM. Inbox if interested. $25",Not Labeled,
"Driving: Waterloo (BK) -> Yonge & Finch, today at 1:00 pm",Not Labeled,
"Waterloo (BK Plaza) to Scarborough (STC), today (Fri Aug 18) leaving @ 7pm. $15 per seat, msg for details!",Not Labeled,
"Driving TODAY: 730pm Fri Aug 18 Waterloo to GTA/Toronto  Going as far east as Oshawa  $15+ Door to door available  Pls msg for quote",Not Labeled,
"FREE WIFI and FREE SNACKS/DRINKS OTTAWA TO TORONTO ONLY $35!! Call to book 613-323-3273 or on our FB page!",Not Labeled,
